feature	SOKP01	Cutibacterium	Streptomyces	Bifidobacterium	Bifidobacterium.1	Microbacterium	NM07.P.09	Deinococcus	Pseudomonas_E	Pseudomonas	Halomonas	Acidibacter	ZC4RG30	Methylophaga	Thiomicrorhabdus	Hylemonella	Variovorax	Limnohabitans	Acidovorax	Pelomonas	Aquabacterium	Aquabacterium.1	Aquincola	Lautropia	Undibacterium	Massilia	Herbaspirillum	Herbaspirillum.1	Ralstonia	Neisseria	Moraxella_A	Moraxella	Acinetobacter	Klebsiella	Vibrio	Brevundimonas	Caulobacter	Tardiphaga	Bradyrhizobium	Methylobacterium.Methylorubrum	Methylobacterium	Bosea	Nereida	HIMB11	Phaeobacter	Erythrobacter	Qipengyuania	Novosphingobium	Sphingomonas	Pelagibacter	VGCI01	Rikenella	Odoribacter	Alistipes	Phocaeicola	Bacteroides	Prevotella	Cryptobacteroides	Desulfovibrio	Desulfovibrio.1	Desulfovibrio.2	Mucispirillum	Fimbriiglobus	Dysosmobacter	Pelethomonas	Enterenecus	Neglecta	Eubacterium_R	HGM12619	UBA3282	COE1	Lachnospiraceae.NK4A136.group	Gemella	Ligilactobacillus	Lactobacillus	Clostridium	Turicibacter	Staphylococcus	Priestia	Niallia	Rossellomorea	Anaerobacillus	Ileibacterium	Dubosiella	Faecalibaculum	Stenotrophomonas	Lacticaseibacillus	Duncaniella	CAG.485	Duncaniella.1	UBA7173	Paramuribaculum	Muribaculum	Streptococcus
80LT18.fastq	55	0	14	0	155	0	0	196	3746	2916	351	74	0	72	108	0	42	34	29	18	0	60	19	60	0	197	0	0	99	0	0	0	5741	0	2	0	23	35	17	140	95	0	0	0	7	18	0	732	136	0	0	0	655	0	110	10	0	372	90	0	74	13	6	0	0	64	0	0	36	41	0	530	34	0	601	0	118	0	0	0	0	0	33	34	0	45	46	0	0	0	0	165	59	0
111LT12.fastq	0	0	0	0	72	12	0	71	7708	13901	0	0	0	0	21	34	0	0	0	7	10	52	0	0	60	40	11	0	20	23	0	30	2451	0	0	0	22	0	0	0	21	0	0	0	0	23	0	35	19	0	0	0	430	103	325	345	0	1195	0	44	0	79	0	19	91	0	0	0	82	528	18	623	0	20	168	0	0	0	114	0	0	0	0	70	143	0	0	123	25	0	0	131	139	0
81CT9.fastq	128	0	0	0	10	0	0	0	121	1027	11	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	8	0	0	0	0	0	0	3	0	3	0	0	4	0	0	0	10	43	15	7	7	0	65	23	0	12	5	0	0	7	0	0	0	0	7	0	94	0	25	65	55	60	0	0	0	0	0	16	20	33	0	3	6	12	0	0	13	19	0
90HT10.fastq	31	0	0	28	0	0	0	0	1015	29172	17	0	0	6	17	0	10	0	0	0	0	8	0	0	4	0	0	0	19	0	0	0	202	0	0	0	0	0	0	3	0	0	7	0	0	0	0	46	0	0	0	12	80	0	16	3	10	100	0	0	14	0	0	0	0	0	0	17	0	45	15	117	0	24	142	16	0	30	0	0	0	0	0	36	16	0	9	54	27	14	0	0	0	0
95LT21.fastq	0	0	26	0	0	0	0	0	16119	13445	675	75	0	0	220	0	0	0	0	1343	0	198	6	0	1007	896	0	0	276	0	0	0	3393	0	0	0	0	0	0	164	61	0	0	0	0	0	0	303	46	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	35	169	0	0	308	0	0	0	0	0	0	0	0	0	15	0	0
96LT21.fastq	0	0	0	4	0	0	0	0	119	2234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8
94HT10.fastq	28	0	0	0	33	0	0	0	4807	5863	84	0	0	0	0	0	0	0	0	5	0	10	0	0	22	0	5	0	10	0	0	0	58	0	0	0	0	0	0	0	0	0	13	33	0	36	0	0	0	35	0	0	61	21	13	17	10	116	10	0	41	0	0	8	0	0	0	8	0	63	0	158	0	0	236	0	0	0	42	0	0	0	25	19	42	41	0	165	65	0	0	114	24	0
112LT12.fastq	14	0	0	0	0	0	0	0	1858	856	71	0	0	0	0	5	0	0	0	0	0	12	0	0	12	0	0	0	14	0	0	3	207	0	0	0	7	0	0	0	0	0	14	0	0	0	0	0	4	0	0	9	0	0	0	0	5	33	0	12	0	0	0	3	0	0	0	0	0	24	0	37	0	0	28	14	0	0	5	0	0	0	17	15	17	0	0	40	29	0	6	0	28	0
109LT12.fastq	0	0	0	0	0	0	0	11	16078	2974	0	0	0	0	0	0	0	0	10	0	2	25	3	0	10	26	0	0	24	0	0	0	700	0	0	0	6	0	0	12	6	0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67CT7.fastq	68	9	0	0	0	0	8	35	745	1189	14	0	0	0	14	0	0	0	0	0	0	21	0	73	0	81	16	0	44	0	0	19	1596	0	0	0	0	0	14	20	7	0	0	0	7	0	0	9	20	0	0	0	80	15	44	0	11	135	0	19	66	0	0	11	0	0	8	0	0	173	0	177	23	21	238	0	0	0	229	0	0	0	5	125	94	10	0	60	96	50	10	34	19	0
99LT21.fastq	101	0	8	29	0	0	0	91	2244	25473	425	0	0	0	0	7	94	0	0	11	0	17	8	0	10	48	13	0	41	143	0	0	1377	27	0	0	8	0	17	7	73	15	0	0	0	40	0	223	22	0	0	37	134	0	26	56	0	96	16	0	32	0	11	0	0	0	0	0	0	86	0	49	0	13	69	0	0	0	26	0	0	0	0	40	0	0	0	127	0	80	0	0	105	91
97LT21.fastq	59	0	0	0	55	0	12	5	7039	10056	21	0	0	0	0	8	0	0	7	0	0	105	0	0	47	15	9	0	14	0	0	8	668	35	0	4	0	0	35	0	0	0	29	0	0	0	0	0	0	0	0	0	79	23	130	19	0	339	0	0	37	0	0	23	0	51	13	8	0	353	0	879	0	36	1329	47	22	0	111	0	0	13	90	114	20	0	15	118	35	17	9	142	106	0
114LT12.fastq	19	0	0	0	0	0	0	0	6151	19404	73	0	0	0	17	4	0	0	0	11	0	11	0	0	13	23	14	0	52	74	0	0	659	0	11	0	0	0	0	0	0	0	21	9	0	0	0	0	2	0	0	0	38	0	0	0	22	57	0	43	0	0	0	0	0	0	7	0	0	9	0	19	0	0	58	0	0	0	23	10	11	0	0	7	0	0	0	104	95	7	0	85	80	0
88HT10.fastq	27	11	0	0	0	0	0	5	8886	10660	41	5	0	0	0	0	0	0	4	0	0	173	0	0	0	13	13	0	13	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	10	0	7	60	0	24	0	0	0	0	0	0	0	0	0	12	12	38	0	0	103	4	0	0	39	0	0	0	0	0	34	0	14	14	13	0	0	21	0	0
116HT22.fastq	0	0	0	0	0	0	0	0	851	32092	16	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	243	6	0	0	5	0	0	6	7	0	0	0	0	0	0	38	7	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118HT22.fastq	0	0	0	0	0	0	0	0	28272	5227	56	0	0	0	0	14	0	0	0	14	0	23	57	0	273	29	0	5	61	0	0	0	2359	13	0	0	30	4	0	38	5	0	0	48	0	0	0	8	16	0	0	0	0	0	0	32	0	40	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	16	27	0	0	3	52	0	0	0	0	0	81	0	0	24	0	0	0	0	0	0
98LT21.fastq	199	0	0	0	55	0	61	28	1135	1357	111	23	9	10	0	17	0	0	0	30	0	13	0	0	12	0	0	0	25	58	0	14	890	90	0	0	8	0	50	0	44	0	77	90	0	0	0	4	99	41	0	5	4044	175	152	20	24	846	5	38	39	77	13	119	32	19	0	397	0	120	31	296	32	134	5897	244	0	0	37	0	0	44	17	275	123	0	74	273	190	32	0	86	315	0
113LT12.fastq	103	0	0	37	0	0	0	0	910	18222	533	0	0	8	24	3	0	0	8	29	0	11	0	0	36	20	0	0	17	52	0	0	762	40	0	0	11	0	0	0	0	3	70	60	11	0	0	25	9	0	11	26	166	14	8	34	161	188	0	0	0	32	0	25	24	0	0	0	0	115	31	104	0	0	120	58	0	0	0	0	0	0	22	0	25	12	0	313	495	38	0	194	145	0
69HT8.fastq	12	12	0	0	18	0	4	2	814	746	39	5	0	13	10	0	21	0	0	14	0	0	0	0	0	11	0	0	74	0	0	8	856	0	7	0	20	11	5	54	41	0	0	0	0	3	0	180	15	0	0	0	34	0	15	0	0	71	0	10	50	12	0	0	0	4	0	0	0	18	0	40	0	16	132	6	0	7	10	0	0	0	0	62	43	10	0	33	19	0	0	31	18	0
115HT22.fastq	17	0	0	0	0	0	0	40	18947	3599	621	0	0	15	18	11	0	7	0	12	5	79	0	41	16	57	0	0	36	0	0	24	941	14	0	0	5	0	7	19	49	0	0	9	4	0	0	29	38	0	0	25	49	0	41	0	10	61	0	84	157	0	0	0	0	0	0	0	0	25	0	89	0	0	57	4	0	13	7	0	16	89	14	0	0	0	5	278	50	10	0	157	129	0
117HT22.fastq	16	0	0	6	0	0	0	9	4214	6904	1975	0	0	6	0	0	0	0	0	0	0	11	0	0	4	49	0	16	42	37	0	8	1241	0	0	0	5	0	0	46	0	0	0	0	0	13	0	0	35	0	0	8	9	0	0	0	121	514	0	28	0	17	0	0	0	10	7	0	0	9	0	22	18	3	21	0	3	0	145	0	27	457	0	0	10	0	0	411	93	0	40	116	108	0
73HT8.fastq	257	0	0	0	115	0	20	5	424	311	11	0	0	8	7	0	0	0	0	59	0	0	0	0	0	0	0	0	24	0	0	0	219	311	0	0	0	0	0	0	0	0	0	34	0	0	0	0	15	0	0	60	190	9	29	0	12	715	15	0	101	5	0	30	0	0	20	32	11	40	7	780	0	41	850	0	12	6	51	0	0	0	0	13	57	0	0	291	109	72	27	208	151	49
122HT13.fastq	0	0	0	0	0	5	0	0	3007	42086	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	81	30	9	0	0	0	183	0	14	0	0	0	0	0	3	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123HT13.fastq	0	0	0	0	0	0	0	0	566	35123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119HT22.fastq	0	0	16	0	0	0	0	0	1552	34709	0	0	0	0	0	232	32	0	0	11	0	0	0	0	83	21	0	0	5	0	0	0	474	0	0	0	20	6	0	0	21	0	0	0	0	0	0	93	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	6	0	0	23	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0
120HT22.fastq	0	0	0	0	0	0	0	0	9131	20993	0	0	0	0	0	62	0	0	0	0	0	9	15	0	190	95	36	0	10	0	0	0	1483	0	0	7	0	0	0	15	0	0	0	0	0	0	10	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121HT13.fastq	0	0	0	0	0	0	0	123	8789	13216	0	0	0	0	0	85	0	0	0	77	0	0	9	0	0	154	10	0	144	0	31	0	6874	0	0	0	25	0	0	22	54	0	0	0	14	0	0	82	75	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126HT13.fastq	0	0	0	0	0	0	0	0	733	38640	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	10	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125HT13.fastq	0	0	0	0	0	0	0	5	4090	40543	0	0	0	0	0	52	0	0	0	16	0	0	11	0	43	40	156	66	19	0	0	0	501	0	0	8	0	0	0	25	7	0	0	0	0	0	0	26	19	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110LT12.fastq	0	0	0	0	0	0	0	8	503	8477	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1130	0	0	0	0	0	0	0	5	0	0	0	0	0	0	36	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
128CT15.fastq	0	0	0	0	0	0	0	32	4082	40686	0	0	0	0	0	0	0	0	0	14	0	111	0	0	0	0	41	32	27	0	0	0	338	0	0	0	0	0	0	0	24	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129CT15.fastq	0	0	0	0	0	0	0	0	578	30455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131CT15.fastq	0	0	0	0	0	0	0	0	2957	35713	0	0	0	0	13	85	0	0	0	0	0	20	0	0	11	0	38	29	21	0	0	0	647	0	0	0	0	0	0	18	0	0	0	0	0	0	0	34	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	40	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101LT11.fastq	142	0	0	32	0	0	0	22	1565	26056	0	0	0	0	0	16	31	0	4	0	8	0	0	0	14	59	0	0	101	0	0	5	1118	0	0	0	15	0	12	24	21	7	0	53	0	0	0	140	18	15	0	24	253	0	0	36	42	193	0	0	35	0	10	0	0	0	10	18	0	136	0	190	11	0	159	39	0	9	0	0	0	0	0	46	0	27	0	172	118	0	0	62	32	49
124HT13.fastq	0	0	0	0	0	0	0	17	7111	14178	0	0	0	0	0	63	0	0	0	57	0	25	13	0	64	156	0	0	129	0	0	0	2219	0	0	0	9	0	0	52	19	0	0	0	0	0	0	7	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102LT11.fastq	0	0	0	0	0	6	0	0	6890	19960	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	80	34	0	36	0	0	0	518	0	0	0	7	0	0	0	9	0	0	0	0	0	11	17	21	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	5	0	0	429	15	0	0	0	0	0	0	0	0	0	0	0	4	0	0
127HT13.fastq	0	0	0	0	0	0	0	6	6398	15930	0	0	0	0	0	159	0	0	0	18	0	34	0	0	45	22	0	0	26	0	10	0	779	0	0	0	0	0	0	22	5	0	0	0	0	0	0	8	32	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130CT15.fastq	0	0	0	0	0	0	0	33	8312	17384	0	0	0	0	0	182	0	0	0	45	10	68	10	0	15	202	9	0	160	0	40	0	3899	0	0	0	30	0	0	154	76	0	0	0	0	0	0	57	228	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135HT23.fastq	0	0	0	0	0	0	0	0	819	37798	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	3	0	0	0	0	0	26	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27HT3.fastq	0	8	0	0	0	0	0	0	103	836	0	0	0	0	31	0	65	0	0	27	12	13	0	0	0	107	0	0	0	0	0	0	41	0	0	0	14	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	36	0	0	0	0	8	0	0	0	0	0	0	0	30	11	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	21	0	0	0	27	0
100LT21.fastq	0	0	0	0	8	6	0	0	8334	18822	16	0	0	0	0	8	0	0	3	10	0	0	0	0	0	133	0	22	25	0	0	0	301	0	0	0	11	0	0	0	8	0	36	17	0	0	18	9	31	0	0	0	54	0	23	0	0	125	14	23	0	0	0	0	29	0	0	0	0	80	36	78	0	0	189	0	0	0	125	4	36	0	0	47	17	0	0	92	70	0	0	0	49	0
148CT20.fastq	0	0	0	0	0	0	0	39	668	35564	0	0	0	0	0	17	14	0	0	0	4	12	0	0	0	12	0	0	0	0	0	0	366	0	0	0	6	0	0	0	0	0	0	0	0	0	0	39	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133CT15.fastq	0	0	0	0	0	0	0	0	4381	17236	0	0	0	0	0	56	0	0	0	7	0	22	17	0	19	35	0	0	20	0	38	0	1122	0	0	9	11	0	0	11	0	0	0	0	0	0	0	11	24	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153CT20.fastq	0	0	0	0	0	0	0	8	1888	34158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	40	0	11	0	0	0	765	0	0	0	3	0	0	15	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138HT23.fastq	0	0	10	0	0	0	0	0	484	32658	0	0	0	11	0	42	0	0	0	0	0	0	0	0	0	17	0	0	13	0	16	0	719	0	0	0	18	8	0	24	0	0	0	0	274	0	0	112	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132CT15.fastq	0	0	0	0	0	0	0	0	753	36994	0	0	0	0	0	37	0	0	0	0	0	13	0	0	14	18	0	0	10	0	35	0	753	0	0	4	10	0	0	0	10	0	0	0	0	0	0	45	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25HT3.fastq	308	0	0	0	155	83	0	0	1424	6956	77	0	38	0	0	0	0	36	0	25	199	57	0	0	0	642	0	0	7	0	0	0	455	0	0	25	43	0	56	0	28	0	55	0	0	0	57	11	19	0	0	53	233	0	237	50	34	862	0	0	109	87	18	165	0	0	0	0	49	168	0	613	0	86	996	0	0	0	1267	75	235	0	155	47	151	0	0	196	95	110	0	103	171	59
33CT4.fastq	351	8	146	0	124	0	0	0	262	8547	80	74	36	204	217	137	509	0	15	0	0	5	0	0	0	153	0	0	77	0	0	38	97	0	0	0	315	227	98	54	795	99	136	0	0	100	0	8535	74	0	0	371	716	0	136	129	0	15	0	0	223	10	99	0	0	0	0	0	0	651	12	278	0	0	619	138	0	0	0	0	0	208	0	0	202	20	0	160	151	0	0	0	0	0
134CT15.fastq	0	0	0	0	0	0	0	0	3573	40702	0	0	0	0	0	72	0	0	0	35	0	20	0	0	20	131	42	0	26	0	18	0	697	0	0	0	0	0	0	4	9	0	0	0	0	0	0	45	26	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
78LT18.fastq	0	11	0	0	0	40	0	44	1593	5111	32	0	54	511	0	0	0	0	0	221	0	0	0	0	0	150	0	0	21	0	0	0	6024	0	0	206	0	0	129	58	76	0	0	0	0	0	55	76	589	0	63	0	292	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	147	0	0	0	0	520	0	0	25	3149	41	248	0	0	0	0	0	0	0	0	0	0	0	0	0
29CT4.fastq	538	142	0	0	104	0	0	0	1635	14842	84	0	25	53	0	0	0	52	0	18	0	103	0	0	0	170	34	0	0	0	0	62	133	34	0	0	0	0	77	0	0	0	35	0	34	0	0	14	30	0	0	46	505	0	101	0	67	581	30	49	278	0	0	0	0	71	0	0	0	43	66	910	37	98	726	0	65	0	0	0	0	0	0	225	246	0	0	362	0	0	0	401	310	0
137HT23.fastq	0	0	0	0	0	0	0	0	4334	40187	0	0	0	0	0	29	0	0	0	4	0	59	4	0	22	8	98	42	0	0	0	0	573	0	0	0	0	0	0	23	8	0	0	0	0	0	0	68	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30CT4.fastq	65	23	14	157	40	0	67	0	168	7288	29	0	2	8	8	0	29	6	0	0	0	0	0	0	0	27	0	0	0	0	0	26	47	0	0	0	11	0	8	0	0	0	4	11	0	0	0	272	0	0	0	40	60	50	94	0	7	643	54	140	434	0	0	0	0	20	0	232	85	45	23	1477	0	84	1551	14	0	0	0	0	0	0	235	536	2014	0	0	84	103	36	0	170	90	0
142LT19.fastq	0	0	21	0	0	0	0	0	975	43668	0	0	0	0	2	14	27	0	0	0	0	0	12	0	0	0	0	13	6	0	0	0	401	0	41	0	13	0	0	39	17	0	0	0	0	0	0	56	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139HT23.fastq	0	11	0	0	0	0	0	0	2522	9146	0	0	0	126	485	153	0	0	0	26	0	15	0	0	0	29	0	0	14	0	0	0	1216	0	0	0	0	0	0	32	32	0	0	0	0	0	0	26	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141LT19.fastq	0	0	0	0	0	0	0	0	3857	41178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	93	32	9	0	0	0	461	0	0	0	0	0	6	18	6	0	0	0	0	0	0	25	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136HT23.fastq	0	0	0	0	0	0	0	11	3208	11600	0	0	0	0	0	64	12	0	12	93	0	19	6	0	0	92	0	0	99	0	145	0	9360	0	0	19	0	0	0	61	71	0	0	0	0	0	0	41	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0
103LT11.fastq	0	0	0	2	0	0	0	30	17933	6856	0	4	0	0	0	0	0	0	0	0	0	9	5	0	8	36	0	0	82	0	0	0	1562	0	0	0	4	0	0	0	9	0	0	0	0	0	0	6	26	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	14	0	0	27	0	0	0	17	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0
106LT11.fastq	57	0	0	0	0	0	18	0	12333	3127	185	18	0	0	6	17	0	0	0	19	0	126	4	11	0	28	0	0	23	65	0	0	1375	0	0	12	24	0	0	4	7	0	48	159	14	15	0	14	13	0	0	24	42	0	0	0	19	84	0	25	58	0	0	0	0	0	24	25	15	88	9	92	0	0	122	41	0	0	0	0	0	0	0	31	70	0	22	110	105	0	0	103	11	57
143LT19.fastq	0	0	0	0	0	0	0	0	2810	21807	0	0	0	0	0	18	0	0	0	10	0	0	0	0	0	0	0	0	11	0	0	0	242	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
