feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Rossellomorea	treatment	High	0.0997354433762486	0.438783634846443	121	22	0.820587311770005	0.982942924299246
Anaerobacillus	treatment	Low	0.0631885582940033	0.441415404935353	121	13	0.887738697688771	0.982942924299246
Anaerobacillus	log_reads	log_reads	0.0393489734230485	0.157681182163976	121	13	0.803404433737409	0.982942924299246
Ileibacterium	treatment	Low	0.122252792531854	0.375220963417737	121	27	0.748702488524288	0.982942924299246
Dubosiella	treatment	High	0.240245910540636	1.00342811503323	121	48	0.813580954037367	0.982942924299246
Faecalibaculum	treatment	Low	0.0765512591888237	1.11214196332162	121	49	0.945980857725567	0.982942924299246
Faecalibaculum	treatment	High	0.140009439365203	1.0213961960543	121	49	0.892749003690097	0.982942924299246
Stenotrophomonas	treatment	Low	0.129187867973466	0.366302791023898	121	19	0.728914135272883	0.982942924299246
Lacticaseibacillus	treatment	High	-0.0557257201663066	0.277061595655735	121	13	0.843787551666278	0.982942924299246
Duncaniella	treatment	Low	0.109340841886893	1.20284130372002	121	59	0.928600026332401	0.982942924299246
Duncaniella.1	treatment	Low	-0.098246518267126	0.584322433019673	121	25	0.86855764363814	0.982942924299246
Duncaniella.1	treatment	High	0.135415674968949	0.533870686880751	121	25	0.803045960374641	0.982942924299246
Paramuribaculum	treatment	Low	0.288088571862404	1.10900746760212	121	54	0.798167296209266	0.982942924299246
NM07.P.09	treatment	High	-0.00963460040267892	0.27384036652573	121	13	0.972324489186489	0.986314769606438
Aquabacterium.1	treatment	Low	0.0147203239640485	0.910870745548726	121	76	0.987314482446596	0.995193110869999
Caulobacter	log_reads	log_reads	0.0016163839016929	0.267559910207181	121	55	0.995193110869999	0.995193110869999
Dubosiella	treatment	Low	-0.0118133712084147	1.09439793913105	121	48	0.99150657001725	0.995193110869999
Streptococcus	treatment	Low	0.00139121409676206	0.22612148689338	121	14	0.995171011120979	0.995193110869999
